COD,QUESTAO,,,,,,,,,,,,,
26,"Para o caso da área ocupada por Edson Luiz Cordeiro e objeto dos autos n. 0000616-88.2019.8.16.0033, qual a metragem do lote?", qual a metragem do lote?,,,,,,,,,,,,
27,Queira o sr. Perito realizar o georreferenciamento do lote em questão?,,,,,,,,,,,,,
28,"PODE O SENHOR PERITO CONFIRMAR A EXISTÊNCIA DE FORMAÇÕES VEGETAIS, OS TIPOS DE MATAS NATIVAS E APONTAR OS SEUS ESTÁGIOS SUCESSIONAIS?  EM HAVENDO IMPACTOS NEGATIVOS, QUAIS OS TIPOS E 
O QUE OS OCASIONOU?  ESSES IMPACTOS SÃO REVERSÍVEIS? QUAIS MEDIDAS SÃO INDICADAS PARA A REVERSÃO? ", OS TIPOS DE MATAS NATIVAS E APONTAR OS SEUS ESTÁGIOS SUCESSIONAIS?  EM HAVENDO IMPACTOS NEGATIVOS, QUAIS OS TIPOS E O QUE OS OCASIONOU?  ESSES IMPACTOS SÃO REVERSÍVEIS? QUAIS MEDIDAS SÃO INDICADAS PARA A REVERSÃO? ,,,,,,,,,,,
29,"PODE O SENHOR PERITO CONFIRMAR A LOCALIZAÇÃO DAS NASCENTES E CURSOS D’ÁGUA APRESENTADOS PELO MUNICÍPIO, BEM COMO A CONDIÇÃO DE PRESERVAÇÃO EM QUE SE ENCONTRAM (PLANTA ANEXA)? CASO CONTRÁRIO, PODE APRESENTAR A DELIMITAÇÃO DAS ÁREAS?  EM HAVENDO IMPACTOS NEGATIVOS, QUAIS OS TIPOS E O QUE OS OCASIONOU?  ESSES IMPACTOS SÃO REVERSÍVEIS?  QUAIS MEDIDAS SÃO INDICADAS PARA A REVERSÃO? ", BEM COMO A CONDIÇÃO DE PRESERVAÇÃO EM QUE SE ENCONTRAM (PLANTA ANEXA)? CASO CONTRÁRIO, PODE APRESENTAR A DELIMITAÇÃO DAS ÁREAS?  EM HAVENDO IMPACTOS NEGATIVOS, QUAIS OS TIPOS E O QUE OS OCASIONOU?  ESSES IMPACTOS SÃO REVERSÍVEIS?  QUAIS MEDIDAS SÃO INDICADAS PARA A REVERSÃO? ,,,,,,,,,,
30,PODE O SENHOR PERITO IDENTIFICAR QUAIS EDIFICAÇÕES ESTÃO LOCALIZADAS SOBRE APP?,,,,,,,,,,,,,
31,PODE O SENHOR PERITO IDENTIFICAR COMO OS OCUPANTES FAZEM O DESCARTE DE RESÍDUOS SÓLIDOS? ESSE DESCARTE É ADEQUADO? 9.1. HÁ INDÍCIOS DE QUEIMA DE RESÍDUOS SÓLIDOS NA REGIÃO?,,,,,,,,,,,,,
32,PODE O SENHOR PERITO IDENTIFICAR COMO AS EDIFICAÇÕES SÃO PROVIDAS DE ÁGUA E QUAL O DESTINO DOS EFLUENTES? 10.1. CASO? 10.2. PODE O SENHOR PERITO DETALHAR CASO A EXISTEM INDÍCIOS DE CONTAMINAÇÃO DA ÁGUA/SOLO OCASIONADO PELA OCUPAÇÃO DA ÁREA?,,,,,,,,,,,,,
33,"PODE O SENHOR PERITO IDENTICICAR E DESCREVER OS DANOS AMBIENTAIS CAUSADOS NO CONJUNTO RESIDENCIAL GRACIOSA? 12.1. HÁ A UTILIZAÇÃO DE RESÍDUOS DE CONSTRUÇÃO PARA ATERROS VOLTADOS A EDIFICAÇÃO OU ABERTURA E PAVIMENTAÇÃO PRIMÁRIA DE ACESSOS? 12.2. HÁ MOVIMENTAÇÃO DE TERRA PARA: A) ALTERAÇÕES DE NASCENTES, CURSOS D’ÁGUA OU SEU REPRESAMENTO? B) CONSTRUÇÃO DE EDIFICAÇÕES? C) PROMOÇÃO DE ACESSOS/CAMINHOS? 12.3. HÁ SUPRESSÃO DE MATA OU CORTE DE ESPÉCIES ISOLADAS E/OU SUPRESSÃO DE VEGETAÇÃO? 12.4. HÁ PRESENÇA DE ALGUMA ESPÉCIE DA FAUNA SILVESTRE? 12.5. FICOU CONSTATADA A EXISTÊNCIA DE OUTROS DANOS NÃO APONTADOS?", CURSOS D’ÁGUA OU SEU REPRESAMENTO? B) CONSTRUÇÃO DE EDIFICAÇÕES? C) PROMOÇÃO DE ACESSOS/CAMINHOS? 12.3. HÁ SUPRESSÃO DE MATA OU CORTE DE ESPÉCIES ISOLADAS E/OU SUPRESSÃO DE VEGETAÇÃO? 12.4. HÁ PRESENÇA DE ALGUMA ESPÉCIE DA FAUNA SILVESTRE? 12.5. FICOU CONSTATADA A EXISTÊNCIA DE OUTROS DANOS NÃO APONTADOS?,,,,,,,,,,,,
34,QUAIS SÃO AS CONSEQUÊNCIAS DA OCUPAÇÃO DA ÁREA QUANTO A: 13.1. 13.2. 13.3. 13.4. 13.5. MEIO. ALTERAÇÃO DO BIOMA. REGENERAÇÃO NATURAL DA VEGETAÇÃO. ALTERAÇÃO DA FLORA/FAUNA. POLUIÇÃO DA ÁGUA E DO SOLO. CONTAMINAÇÃO DAS NASCENTES E DO RIO DO,,,,,,,,,,,,,
35,PODE O SENHOR PERITO DESCREVER QUAIS AS MEDIDAS NECESSÁRIAS PARA REPARAÇÃO DOS DANOS AMBIENTAIS CAUSADOS NO CONJUNTO RESIDENCIAL GRACIOSA COMO UM TODO?,,,,,,,,,,,,,
36,PODE O SENHOR PERITO APONTAR A GRAVIDADE DOS DANOS AMBIENTAIS OCORRIDOS NO CONJUNTO RESIDENCIAL GRACIOSA COMO UM TODO?,,,,,,,,,,,,,
37,"PODE O SENHOR PERITO IDENTIFICAR, MESMO QUE APROXIMADAMENTE, A EXTENSÃO DE ÁREA DEGRADADA NO CONJUNTO RESIDENCIAL GRACIOSA, NO PERÍODO DE 1998 ATÉ A PRESENTE DATA?", MESMO QUE APROXIMADAMENTE, A EXTENSÃO DE ÁREA DEGRADADA NO CONJUNTO RESIDENCIAL GRACIOSA, NO PERÍODO DE 1998 ATÉ A PRESENTE DATA?,,,,,,,,,,
38,PODE O SENHOR PERITO PRECISAR O LAPSO DE TEMPO NECESSÁRIO PARA A RECOMPOSIÇÃO DOS DANOS AMBIENTAIS.,,,,,,,,,,,,,
39,PODE O SENHOR PERITO IDENTIFICAR COMO AS EDIFICAÇÕES SÃO PROVIDAS DE ENERGIA ELÉTRICA? 11.1 ESSAS LIGAÇÕES SÃO REGULARES?,,,,,,,,,,,,,
40,PODE O SENHOR PERITO PRECISAR SE A REALIZAÇÃO DAS INTERVENÇÕES QUE TRATAM O ITEM 12 PELOS OCUPANTES DA ÁREA É SOMENTE POSSÍVEL COM O DESFORÇO PESSOAL E SEM A UTILIZAÇÃO DE EQUIPAMENTOS E/OU MÁQUINAS DE PORTE?,,,,,,,,,,,,,
41,"PODE O SENHOR PERITO CONFIRMAR A LOCALIZAÇÃO DAS EDIFICAÇÕES APRESENTADAS PELO LEVANTAMENTO DO MUNICÍPIO EM ANEXO (PLANTA ANEXA)?  HÁ ALGUMA EDIFICAÇÃO NÃO APONTADA PELO
MUNICÍPIO DENTRO DO PERÍMETRO DO LOTEAMENTO?  É POSSÍVEL IDENTIFICAR SE A EDIFICAÇÃO ESTÁ SENDO UTILIZADA?  QUAL O TIPO DE USO E/OU ATIVIDADE IDENTIFICADA? ",,,,,,,,,,,,,
42,PODE O SENHOR PERITO CONFIRMAR A LOCALIZAÇÃO DAS EDIFICAÇÕES APRESENTADAS PELO LEVANTAMENTO DO MUNICÍPIO EM ANEXO (PLANTA ANEXA)? 6.1. HÁ ALGUMA EDIFICAÇÃO NÃO APONTADA PELO MUNICÍPIO DENTRO DO PERÍMETRO DO LOTEAMENTO? 6.2. É POSSÍVEL IDENTIFICAR SE A EDIFICAÇÃO ESTÁ SENDO UTILIZADA? 6.3. QUAL O TIPO DE USO E/OU ATIVIDADE IDENTIFICADA?,,,,,,,,,,,,,
43,PODE O SENHOR PERITO APRESENTAR POR MEIO DE REGISTRO FOTOGRÁFICO O ATUAL ESTADO DAS EDIFICAÇÕES SITUADAS DENTRO DO CONJUNTO RESIDENCIAL GRACIOSA? 7.1 QUAL O PADRÃO CONSTRUTIVO DAS EDIFICAÇÕES?,,,,,,,,,,,,,
44,"Existem estudos técnicos que atestem a segurança da ocupação? Caso existam, foram realizados por profissionais habilitados e atendem às normas vigentes?", foram realizados por profissionais habilitados e atendem às normas vigentes?,,,,,,,,,,,,
45,"Há sinais de instabilidade no terreno, como rachaduras, erosões, deslizamentos anteriores ou movimentação de massa, que indiquem risco à segurança das edificações e das pessoas?", como rachaduras, erosões, deslizamentos anteriores ou movimentação de massa, que indiquem risco à segurança das edificações e das pessoas?,,,,,,,,,
46,Quais medidas de mitigação foram ou poderiam ser adotadas para garantir a segurança das pessoas e das construções?,,,,,,,,,,,,,
47,Quais normas ambientais e urbanísticas foram desrespeitadas com a ocupação irregular em áreas de preservação permanente?,,,,,,,,,,,,,
48,"A área afetada por ocupação irregular possui infraestrutura adequada, como sistema de saneamento básico, drenagem, vias de acesso e serviços públicos, conforme exigências legais?", como sistema de saneamento básico, drenagem, vias de acesso e serviços públicos, conforme exigências legais?,,,,,,,,,
49,"Em caso negativo da questão anterior, é possível a regularização da ocupação sob o ponto de vista ambiental e urbanístico, ou a situação exige desocupação e recuperação da área?", é possível a regularização da ocupação sob o ponto de vista ambiental e urbanístico, ou a situação exige desocupação e recuperação da área?,,,,,,,,,,,
50,Quais ações devem ser tomadas para minimizar os riscos às pessoas e às edificações?,,,,,,,,,,,,,
51,"A ocupação/loteamento está localizada total ou parcialmente em área de preservação permanente ou de risco geológico/ambiental? Em caso afirmativo, qual a extensão dessas áreas?", qual a extensão dessas áreas?,,,,,,,,,,,,
52,"Quais são os tipos de vegetação presentes na área? Há ocorrência de espécies nativas e espécies protegidas, em conformidade com as Portarias MMA nº 443/2014 e 148/2022?", em conformidade com as Portarias MMA nº 443/2014 e 148/2022?,,,,,,,,,,,,
53,"Houve supressão de vegetação nativa ou de cobertura vegetal natural na área devido à ocupação existente? Em caso afirmativo, é possível quantificar a área suprimida e sugerir o estágio sucessional de desenvolvimento da vegetação, em conformidade com a legislação?", é possível quantificar a área suprimida e sugerir o estágio sucessional de desenvolvimento da vegetação, em conformidade com a legislação?,,,,,,,,,,,
54,"Quais são os impactos ambientais identificados na área de preservação permanente em decorrência da ocupação irregular? Há indícios de degradação ambiental, como erosão, assoreamento de corpos hídricos ou contaminação do solo e da água?", como erosão, assoreamento de corpos hídricos ou contaminação do solo e da água?,,,,,,,,,,,
55,"A área apresenta alguma importância ecológica específica, como a presença de nascentes, corpos d'água, habitats de espécies ameaçadas, inserção em áreas de preservação ambiental ou unidades de conservação?", como a presença de nascentes, corpos d'água, habitats de espécies ameaçadas, inserção em áreas de preservação ambiental ou unidades de conservação?,,,,,,,,,
56,Quais medidas de mitigação foram ou poderiam ser adotadas para garantir a sustentabilidade e a preservação do meio ambiente?,,,,,,,,,,,,,
57,"Há possibilidade de recuperação ou restauração da área? Em caso afirmativo, quais seriam as recomendações técnicas da perícia?", quais seriam as recomendações técnicas da perícia?,,,,,,,,,,,,
58,"A área afetada por ocupação irregular está inserida em Unidade de Conservação municipal, estadual ou federal? Em caso afirmativo, qual?", estadual ou federal? Em caso afirmativo, qual?,,,,,,,,,,,
59,Há registros da ocorrência de atividade poluidora no perímetro da área?,,,,,,,,,,,,,
60,Há conhecimento de notícias sobre atividades poluidoras em qualquer tempo ou ocasião no perímetro da área?,,,,,,,,,,,,,
61,"Há algum sistema de esgotamento sanitário implantado nas residências? Se sim, qual é a sua destinação?", qual é a sua destinação?,,,,,,,,,,,,
62,Existe viabilidade de atendimento do loteamento por sistema coletor de esgoto e abastecimento de água da rede pública ou concessionária?,,,,,,,,,,,,,
63,"Caso não haja viabilidade para o atendimento, qual será a forma de tratamento e destinação do esgoto sanitário e/ou abastecimento de água?", qual será a forma de tratamento e destinação do esgoto sanitário e/ou abastecimento de água?,,,,,,,,,,,,
64,"O efluente tratado será infiltrado no solo? Em caso afirmativo, o solo apresenta condições adequadas para infiltração, considerando a direção do fluxo de água subterrânea, nível freático e taxa de percolação?", o solo apresenta condições adequadas para infiltração, considerando a direção do fluxo de água subterrânea, nível freático e taxa de percolação?,,,,,,,,,,
65,Existem estudos técnicos que atestem a viabilidade e o correto dimensionamento dos sistemas individuais de tratamento de esgoto?,,,,,,,,,,,,,
66,O loteamento é atendido pela coleta municipal de resíduos sólidos?,,,,,,,,,,,,,
67,"A ocupação encontra-se em área de risco, como encostas, áreas sujeitas a deslizamentos, inundações ou alagamentos? Se sim, qual a classificação do risco (baixo, médio ou alto)?", como encostas, áreas sujeitas a deslizamentos, inundações ou alagamentos? Se sim, qual a classificação do risco (baixo, médio ou alto)?,,,,,,,,
68,Há viabilidade de atendimento do loteamento pela concessionária de energia elétrica?,,,,,,,,,,,,,
69,Existe algum sistema de drenagem de águas pluviais implantado no loteamento?,,,,,,,,,,,,,
70,O loteamento está localizado em terrenos com declividade igual ou superior a 30%?,,,,,,,,,,,,,
71,A área afetada por ocupação irregular está situada a menos de cem metros do eixo de rodovia estadual ou federal?,,,,,,,,,,,,,
72,O uso e manejo das áreas ocupações estão em conformidade com as atividades permitidas?,,,,,,,,,,,,,
73,As APPs de rios e nascentes foram preservadas pelas ocupações irregulares?,,,,,,,,,,,,,
74,"Nas áreas onde há criação de gado e cavalos, as APPs estão protegidas por cercas e isentas de pisoteamento?", as APPs estão protegidas por cercas e isentas de pisoteamento?,,,,,,,,,,,,
75,"Os zoneamentos da APA do Iraí e da UTP definem taxas de uso e ocupação, densidades habitacionais e o uso permitido. As ocupações estão de acordo com o previsto nas zonas?", densidades habitacionais e o uso permitido. As ocupações estão de acordo com o previsto nas zonas?,,,,,,,,,,,,
76,As áreas com vegetação nativa original foram suprimidas e/ou degradadas pelas ocupações?,,,,,,,,,,,,,
77,"Na vegetação remanescente. lindeira às áreas de ocupação, o sub bosque, fundamental para a manutenção dos serviços ecossistêmicos, está íntegro?", o sub bosque, fundamental para a manutenção dos serviços ecossistêmicos, está íntegro?,,,,,,,,,,
78,"As residências, seus efluentes, e o uso do solo relacionado às atividades realizadas nas propriedades influenciam a qualidade da água da barragem do Iraí e do Manancial do Rio do Meio?", seus efluentes, e o uso do solo relacionado às atividades realizadas nas propriedades influenciam a qualidade da água da barragem do Iraí e do Manancial do Rio do Meio?,,,,,,,,,,,
79,"As estradas e os usos das propriedades não provocam assoreamento dos corpos hídricos, nascentes e áreas hidromórficas?", nascentes e áreas hidromórficas?,,,,,,,,,,,,
80,Os sistemas de esgotamento sanitário das ocupações têm manutenção e dimensionamento adequados para que não contaminem os corpos hídricos e o lençol freático?,,,,,,,,,,,,,
81,"Qual metodologia técnica será adotada para identificar e localizar as nascentes na área estudada? Detalhe se serão utilizadas técnicas de levantamento de campo, análise cartográfica, sensoriamento remoto e geoprocessamento, entre outras", análise cartográfica, sensoriamento remoto e geoprocessamento, entre outras,,,,,,,,,,
82,"Haverá algum protocolo específico de levantamento a ser seguido, como o uso de métodos do IBGE, ANA ou de instituições acadêmicas reconhecidas em hidrologia?", como o uso de métodos do IBGE, ANA ou de instituições acadêmicas reconhecidas em hidrologia?,,,,,,,,,,,
83,Quais critérios geomorfológicos serão observados para a identificação de possíveis nascentes?,,,,,,,,,,,,,
84,"Serão avaliadas as características hidrológicas locais, como padrões de fluxo subterrâneo e o nível freático, para confirmação da presença de nascentes?", como padrões de fluxo subterrâneo e o nível freático, para confirmação da presença de nascentes?,,,,,,,,,,,
85,"Com o será determinada a conectividade das nascentes com outros cursos d 'água da região, para distinguir nascentes perenes de afloramentos temporários de água?", para distinguir nascentes perenes de afloramentos temporários de água?,,,,,,,,,,,,
86,"Serão realizados trabalhos de campo para observação direta da área? Caso afirmativo, quais instrumentos de precisão serão utilizados para demarcação e caracterização das nascentes?", qual a metodologia de amostragem e análise dos dados obtidos?,,,,,,,,,,,,
87,"Serão feitas sondagens para verificação da presença de água em profundidade? Em caso positivo, qual a metodologia de amostragem e análise dos dados obtidos?", como imagens de satélite de alta resolução, LiDAR, ou drones para identificar áreas de umidade elevada e vegetação higrófila associada a nascentes?,,,,,,,,,,
88,"A observação de fluxo hídrico será conduzida em diferentes estações do ano para verificar a perenidade das nascentes, especialmente em períodos de seca?", quais variáveis serão integradas a esse modelo?,,,,,,,,,,,,
89,"Haverá utilização de tecnologias de sensoriamento remoto, como imagens de satélite de alta resolução, LiDAR, ou drones para identificar áreas de umidade elevada e vegetação higrófila associada a nascentes?",,,,,,,,,,,,,
90,"Serão aplicadas técnicas de geoprocessamento para mapear potenciais nascentes com base em variáveis como declividade, exposição solar e tipo de solo?", com o geotradar ou tomografia elétrica, para análise do subsolo e da detecção de fluxos hídricos subterrâneos que indiquem nascentes?,,,,,,,,,,,
91,"Se imagens de satélite forem utilizadas, quais parâmetros técnicos serão adotados para assegurar a precisão na identificação das nascentes?", quais calibrações e validações técnicas serão aplicados para assegurar a precisão das medições?,,,,,,,,,,,,
92,Quais métodos serão adotados para validar os pontos identificados como nascentes? Haverá uma verificação em campo dos dados obtidos via sensoriamento remoto e modelagem?,,,,,,,,,,,,,
93,Será realizada uma comparação com bases de dados existentes para verificar a consistência dos achados?,,,,,,,,,,,,,
94,Serão utilizados registros de fluxo histórico ou séries temporais para diferenciar nascentes perenes e intermitentes?, quais variáveis hidrológicas e ambientais (ex.: infiltração, escoamento, recarga subterrânea) serão incluídas no modelo?,,,,,,,,,,
95,"Quais características ambientais da área circundante, como a cobertura vegetal e o tipo de solo, serão analisadas para inferir a localização das nascentes?",,,,,,,,,,,,,
96,"Será realizada alguma a avaliação dos impactos antropogênicos sobre as possíveis áreas de nascentes? Em caso positivo, como esses fatores serão integrados à metodologia de identificação?", visando obter dados precisos de densidade e de copa e altura da vegetação?,,,,,,,,,,,,
97,"Serão desenvolvidos modelos hidecológicos específicos para a região do Conjunto Residencial Graciosa? Se sim , quais variáveis serão integradas a esse modelo?", como pastoreio, corte seletivo de árvores ou áreas com degradação do sub-bosque?,,,,,,,,,,,
98,Como a modelagem hidrogeológica poderá contribuir para a diferenciação entre nascentes naturais e pontos d e afloramento resultantes de intervenções humanas?, ou seja, zonas de transição entre formações florestais e outros tipos de vegetação, para definir a extensão dos maciços florestais?,,,,,,,,,,
99,"Há previsão de utilização de ferramentas tecnológicas adicionais, com o geotradar ou tomografia elétrica, para análise do subsolo e da detecção de fluxos hídricos subterrâneos que indiquem nascentes?",,,,,,,,,,,,,
100,"Em caso de uso de sensores específicos, quais calibrações e validações técnicas serão aplicados para assegurar a precisão das medições?",,,,,,,,,,,,,
101,"Como será assegurado que a metodologia de identificação de nascentes está em conformidade com as normativas ambientais aplicáveis, especialmente no que tange à proteção de Áreas d e Preservação Permanente (APP)?", mas que possuam valor ecológico significativo?,,,,,,,,,,,,
102,Serão consultados regulamentos específicos do órgão ambiental estadual ou federal para adequação dos procedimentos adotados na delimitação das nascentes?, como esses dados de fauna serão integrados para reforçar a importância ecológica e a proteção dos maciços florestais?,,,,,,,,,,,,
103,"Como será feita a documentação das nascentes identificadas, incluindo coordenadas geográficas, descrição das características físicas e evidências de fluxo hídrico?", com a possível identificação de áreas críticas para conservação?,,,,,,,,,,,,
104,"Os resultados serão apresentados em mapas georreferenciados, relatórios fotográficos ou perfis hidrográficos que evidenciem os pontos de nascentes?", assim como os processos ecológicos fundamentais que definem o bioma?,,,,,,,,,,,,
105,"Qual será a metodologia básica empregada para identificar e mapear os cursos d 'água na área d o Conjunto Residencial Graciosa? Será adotada uma abordagem integrada com levantamento de campo, análise de imagens e mapeamento cartográfico?", como o índice de Shannon ou Simpson, para avaliar a complexidade ecológica e a estabilidade de bioma?,,,,,,,,,,,
106,"Será adotado algum protocolo ou referência metodológica estabelecida por órgãos como o IBGE, a Agência Nacional d e Águas (ANA) ou outras instituições acadêmicas em hidrologia?",,,,,,,,,,,,,
107,"Quais parâmetros hidrológicos específicos serão utilizados para caracterizar os cursos d 'água, como vazão, largura média e profundidade?", incluindo composição, textura e um idade, para entender sua influência sobre o bioma?,,,,,,,,,,
108,"Como será determinada a continuidade do fluxo dos cursos d 'água, e quais métodos serão aplicados para verificar essa continuidade ao longo do ano?", incluindo adaptações das espécies a períodos de seca ou excesso de umidade?,,,,,,,,,,,,
109,Quais critérios geomorfológicos serão considerados para identificar as características e os limites dos cursos d 'água?, com o relações de predação, polinização, dispersão de sementes ou simbiose?,,,,,,,,,,
110,"Serão conduzidos levantamentos de campo para confirmar as características físicas dos cursos d 'água? Se sim , quais instrumentos e ferramentas serão empregados, como equipamentos de GPS, medidores de vazão e altímetros?", e como essas espécies contribuem para a resiliência do bioma?,,,,,,,,,,,,
111,"Em áreas de difícil acesso, haverá uso de metodologias de levantamento indireto ou apoio de drones para complementação das observações de campo?",,,,,,,,,,,,,
112,"Será realizada uma coleta de amostras para análise da qualidade da água em diferentes pontos dos cursos d 'água identificados, visando entender as influências naturais e antrópicas sobre eles?", incluindo possíveis pressões antrópicas e degradações observadas?,,,,,,,,,,,,
113,Qual será a resolução espacial e espectral das imagens de satélite ou de drones utilizados para o mapeamento dos cursos d 'água? Estão previstas etapas de pré-processamento das imagens para melhorar a precisão?,,,,,,,,,,,,,
